Date,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20,ED21,ED22,ED23,ED24,ED25,ED26,ED27,ED28,ED29,ED30,ED31,ED32,ED33,ED34,ED35,ED36,ED37,ED38,ED39,ED40
7/10/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/11/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/12/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/15/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/16/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/17/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/18/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/22/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/23/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/24/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/25/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/26/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/29/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/30/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
7/31/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/1/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/2/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/5/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/6/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/7/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/8/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/9/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/12/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/13/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/14/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/15/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/16/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/20/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/21/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/22/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/23/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/26/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/27/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/28/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/29/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
8/30/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/3/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/4/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/5/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/6/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/9/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/10/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/11/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/12/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/13/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
9/16/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016,12/21/2016,3/15/2017,6/21/2017,9/20/2017,12/20/2017,3/21/2018,6/20/2018,9/19/2018,12/19/2018,3/20/2019,6/19/2019,9/18/2019,12/18/2019,3/18/2020,6/17/2020,9/16/2020,12/16/2020,3/17/2021,6/16/2021,9/15/2021,12/15/2021,3/16/2022,6/15/2022,9/21/2022,12/21/2022,3/15/2023,6/21/2023
